date,concentration
2021-09-07,0.05999999999999998
2021-09-08,0.06720000000000001
2021-09-09,0.06159999999999998
2021-09-10,0.05839999999999998
2021-09-20,0.051199999999999975
2021-09-21,0.04479999999999999
2021-09-28,0.05359999999999998
2021-09-30,0.05279999999999997
2021-10-01,0.05439999999999996
2021-10-04,0.05919999999999998
2021-10-05,0.06079999999999998
2021-10-15,0.05759999999999997
2021-10-18,0.06079999999999996
2021-10-19,0.057599999999999964
2021-10-20,0.05439999999999997
2021-10-21,0.05359999999999997
2021-10-22,0.05679999999999997
2021-10-28,0.059999999999999956
2021-10-29,0.05679999999999995
2021-11-03,0.0688
2021-11-04,0.06720000000000001
2021-11-05,0.0608
2021-11-24,0.06239999999999999
2021-11-26,0.06399999999999996
2021-12-01,0.052799999999999965
2021-12-02,0.043999999999999984
2021-12-08,0.05359999999999997
2022-01-10,0.07199999999999995
2022-01-11,0.07519999999999996
2022-01-12,0.06319999999999998
2022-01-19,0.05999999999999998
2022-01-20,0.05519999999999995
2022-01-27,0.0616
2022-01-28,0.06479999999999997
2022-01-31,0.060799999999999965
2022-02-23,0.05519999999999997
2022-02-24,0.05279999999999995
2022-02-25,0.05119999999999995
2022-03-04,0.05919999999999997
2022-03-10,0.060799999999999965
2022-03-11,0.06399999999999995
2022-03-14,0.061599999999999946
2022-03-30,0.05999999999999994
2022-04-07,0.06799999999999996
2022-04-08,0.06479999999999998
2022-04-11,0.06160000000000001
2022-04-12,0.07040000000000002
2022-04-13,0.06479999999999997
2022-04-21,0.05199999999999995
2022-04-22,0.054399999999999976
2022-05-05,0.06159999999999996
2022-05-06,0.05919999999999996
2022-05-12,0.054399999999999955
2022-05-13,0.05919999999999995
2022-05-19,0.04399999999999998
2022-05-23,0.059999999999999984
2022-05-24,0.06079999999999997
2022-06-08,0.05039999999999996
2022-06-09,0.05359999999999996
2022-06-16,0.056799999999999955
2022-06-17,0.05599999999999998
2022-07-06,0.05679999999999998
2022-07-25,0.06559999999999996
2022-07-26,0.068
2022-08-09,0.06079999999999995
2022-08-25,0.0632
2022-08-26,0.06240000000000001
2022-08-29,0.07039999999999998
2022-08-30,0.06639999999999997
2022-09-07,0.062399999999999935
2022-09-08,0.07039999999999996
2022-09-09,0.06959999999999995
2022-09-23,0.06559999999999998
2022-09-26,0.05679999999999997
2022-09-27,0.05519999999999997
2022-10-03,0.05119999999999995
2022-10-11,0.05919999999999997
2022-10-17,0.06959999999999997
2022-10-18,0.06880000000000003
2022-10-19,0.06159999999999999
2022-10-20,0.05599999999999998
2022-10-21,0.052799999999999965
2022-10-25,0.060799999999999965
2022-10-31,0.059199999999999975
2022-11-01,0.06479999999999997
2022-11-02,0.0776
2022-11-04,0.06959999999999997
2022-11-10,0.0648
2022-11-11,0.060000000000000005
2022-11-17,0.06879999999999996
2022-11-18,0.0664
2022-12-08,0.0728
2022-12-09,0.05999999999999994
2022-12-12,0.05759999999999994
2022-12-20,0.052799999999999944
2023-01-03,0.0656
2023-01-04,0.060000000000000005
2023-01-11,0.0688
2023-01-12,0.05759999999999998
2023-01-18,0.06719999999999997
2023-01-19,0.0752
2023-01-20,0.06239999999999996
2023-01-23,0.05439999999999998
2023-01-24,0.049599999999999984
2023-01-25,0.05359999999999999
2023-01-26,0.05919999999999998
2023-01-27,0.060800000000000014
2023-01-30,0.05840000000000001
2023-02-07,0.05999999999999995
2023-02-08,0.06239999999999995
2023-02-16,0.059199999999999996
2023-02-17,0.04879999999999997
2023-03-02,0.0536
2023-03-14,0.05679999999999996
2023-03-15,0.05599999999999996
2023-03-16,0.06159999999999994
2023-03-17,0.06159999999999994
2023-03-20,0.06479999999999995
2023-03-21,0.07119999999999996
2023-03-22,0.07279999999999996
2023-03-23,0.07359999999999997
2023-03-24,0.07360000000000001
2023-04-11,0.05919999999999997
2023-04-12,0.06079999999999998
2023-04-13,0.06960000000000001
2023-04-21,0.058399999999999966
2023-04-24,0.05919999999999996
2023-04-25,0.06319999999999996
2023-04-26,0.06559999999999996
2023-05-12,0.053599999999999974
2023-05-15,0.06079999999999997
2023-05-18,0.07359999999999998
2023-05-19,0.0672
2023-05-22,0.064
2023-05-23,0.0648
2023-05-24,0.06559999999999998
2023-05-25,0.06479999999999998
2023-06-02,0.06799999999999998
2023-06-16,0.05119999999999998
2023-06-29,0.0544
2023-06-30,0.04399999999999996
2023-07-17,0.0704
2023-07-18,0.07360000000000001
2023-08-10,0.05999999999999996
2023-08-11,0.06559999999999996
2023-08-14,0.06079999999999996
2023-08-15,0.0632
2023-08-16,0.06639999999999996
2023-08-23,0.072
2023-08-24,0.06639999999999997
2023-08-25,0.05759999999999997
2023-08-31,0.06319999999999996
2023-09-01,0.05759999999999995
2023-09-27,0.06879999999999996
2023-10-04,0.049599999999999964
2023-10-11,0.05839999999999998
2023-10-12,0.06159999999999997
2023-10-13,0.0632
2023-10-16,0.05839999999999997
2023-10-27,0.05919999999999997
2023-10-30,0.05439999999999999
2023-10-31,0.06479999999999995
2023-11-01,0.06559999999999996
2023-11-03,0.06399999999999995
2023-11-06,0.056799999999999934
2023-11-07,0.06079999999999996
2023-11-16,0.05439999999999996
2023-11-21,0.05199999999999997
2023-11-22,0.05839999999999997
2023-11-24,0.06559999999999996
2023-11-27,0.05519999999999995
2023-12-05,0.056799999999999955
2023-12-06,0.0656
2023-12-07,0.0688
2023-12-18,0.05679999999999997
2023-12-19,0.05839999999999997
2023-12-20,0.06079999999999995
2023-12-28,0.05759999999999995
2023-12-29,0.059999999999999956
2024-01-02,0.06159999999999994
2024-01-09,0.08320000000000002
2024-01-17,0.06559999999999996
2024-01-18,0.07359999999999996
2024-01-19,0.068
2024-01-22,0.06319999999999996
2024-01-25,0.06000000000000002
2024-01-26,0.0632
2024-02-06,0.04879999999999996
2024-02-07,0.05999999999999994
2024-02-09,0.06800000000000002
2024-02-15,0.0648
2024-03-05,0.06479999999999997
2024-03-06,0.05919999999999997
2024-03-07,0.06079999999999997
2024-03-08,0.07119999999999996
2024-03-20,0.06239999999999995
2024-03-21,0.062399999999999956
2024-03-26,0.05279999999999994
2024-03-28,0.05439999999999994
2024-04-04,0.054399999999999976
2024-04-09,0.06079999999999995
2024-04-10,0.059199999999999954
2024-04-19,0.05759999999999996
2024-04-26,0.05999999999999997
2024-05-09,0.061599999999999974
2024-05-10,0.062400000000000004
2024-05-16,0.044799999999999965
2024-05-22,0.06319999999999995
2024-05-31,0.06720000000000001
2024-06-03,0.06159999999999999
2024-06-04,0.06479999999999997
2024-06-17,0.06319999999999999
2024-06-18,0.0624
2024-06-20,0.06559999999999999
2024-06-28,0.0624
2024-07-01,0.05999999999999999
2024-07-09,0.054399999999999976
2024-07-22,0.06399999999999996
2024-07-26,0.05279999999999997
2024-07-29,0.05279999999999996
2024-07-30,0.062399999999999956
2024-07-31,0.06319999999999998
2024-08-08,0.0624
2024-08-09,0.059199999999999975
2024-08-16,0.052799999999999965
2024-08-19,0.058399999999999994
2024-08-20,0.06720000000000001
2024-08-21,0.0632
2024-08-22,0.06800000000000002
2024-09-03,0.055999999999999946
2024-09-04,0.05599999999999994
2024-09-05,0.056799999999999976
2024-09-10,0.0664
2024-09-17,0.06399999999999996
2024-09-25,0.053599999999999946
2024-10-01,0.06319999999999995
2024-10-11,0.05599999999999997
2024-10-30,0.0584
2024-10-31,0.05839999999999997
2024-11-06,0.06559999999999996
2024-11-07,0.05919999999999994
2024-11-13,0.05679999999999996
2024-11-14,0.05839999999999995
2024-11-22,0.06719999999999997
2024-11-25,0.06080000000000001
2024-11-26,0.05519999999999997
2024-12-17,0.0728
2024-12-18,0.07600000000000001
2024-12-19,0.068
2024-12-23,0.050399999999999945
2025-01-13,0.0592
2025-01-27,0.06399999999999996
2025-02-03,0.06640000000000001
2025-02-12,0.062400000000000004
2025-02-13,0.06800000000000003
2025-02-14,0.06160000000000001
2025-02-28,0.05679999999999998
2025-03-03,0.05279999999999998
2025-03-11,0.05279999999999996
2025-03-12,0.055999999999999966
2025-03-19,0.049599999999999964
2025-03-20,0.05359999999999993
2025-03-21,0.05279999999999995
2025-03-27,0.06319999999999998
2025-03-28,0.059999999999999956
2025-04-03,0.05679999999999995
2025-04-04,0.055999999999999946
2025-04-07,0.05119999999999996
2025-04-10,0.052799999999999965
2025-04-11,0.04879999999999998
2025-04-14,0.05119999999999996
2025-05-08,0.06879999999999997
2025-05-13,0.05599999999999996
2025-05-14,0.05759999999999994
2025-05-15,0.059999999999999984
2025-05-16,0.06479999999999998
2025-05-20,0.0664
2025-06-03,0.06319999999999995
2025-06-06,0.05759999999999996
2025-06-13,0.058399999999999966
2025-06-16,0.0584
2025-06-17,0.056799999999999976
2025-06-18,0.052799999999999986
2025-06-20,0.05999999999999997
2025-06-30,0.061599999999999926
2025-07-16,0.05599999999999995
2025-07-17,0.06719999999999998
2025-07-22,0.05519999999999998
2025-07-23,0.05199999999999996
2025-07-29,0.0632
2025-07-30,0.06560000000000002
2025-08-05,0.05279999999999995
2025-08-06,0.056799999999999976
2025-08-11,0.05519999999999997
2025-08-14,0.06079999999999996
2025-08-26,0.0584
2025-08-27,0.05519999999999997
2025-09-04,0.04799999999999998
2025-09-05,0.05279999999999998
2025-09-08,0.05759999999999997
2025-10-07,0.057599999999999964
2025-10-08,0.06480000000000001
2025-10-17,0.051999999999999984
2025-10-31,0.05519999999999997
2025-11-03,0.05440000000000001
2025-11-04,0.05839999999999998
2025-11-11,0.05759999999999997
2025-11-12,0.06479999999999997
2025-11-14,0.06479999999999997
2025-11-19,0.06959999999999995
2025-11-24,0.062400000000000004
2025-11-25,0.0632
2025-11-26,0.06639999999999996
2025-11-28,0.07039999999999999
2025-12-01,0.07039999999999999
2025-12-19,0.06479999999999997
2026-01-06,0.04719999999999997
2026-01-21,0.06639999999999997
2026-01-22,0.06719999999999997
2026-01-23,0.05839999999999995
2026-01-26,0.05359999999999997
2026-02-05,0.0632
2026-02-06,0.06959999999999998
2026-02-09,0.07040000000000003
2026-02-10,0.06879999999999997
2026-02-11,0.06079999999999997
2026-03-09,0.07279999999999996
2026-03-10,0.07759999999999996
2026-03-12,0.056
2026-03-25,0.06079999999999995
2026-03-26,0.05439999999999997
2026-03-27,0.05599999999999997
2026-03-30,0.058399999999999966
2026-04-10,0.06399999999999995
2026-04-13,0.060799999999999965
2026-04-14,0.0656
2026-04-17,0.05759999999999994
2026-04-22,0.0616
2026-04-23,0.06640000000000001
2026-04-30,0.07520000000000002
2026-05-01,0.06319999999999998
2026-05-13,0.06080000000000001
2026-05-14,0.06080000000000001
2026-05-15,0.0624
2026-05-29,0.06559999999999996
2026-06-01,0.07119999999999994
2026-06-02,0.06559999999999996
2026-06-03,0.055999999999999966
2026-06-04,0.05679999999999997
2026-06-05,0.05839999999999996
2026-06-12,0.054400000000000025
