candidate,base_feature,direction,vol_adjust,liquidity_threshold,horizon,holding_period,sleeves,train_rank_ic,train_rank_ic_t,test_rank_ic,test_rank_ic_t,test_ic_count,ann_return,ann_vol,sharpe,sortino,max_drawdown,hit_rate
full_blend,blend,blend,False,0.0,5,5,"{'reversal_5d': 0.8, 'residual_reversal_1d': 0.1, 'momentum_21d': 0.05, 'quality_proxy': 0.05}",0.030443750556452764,3.7261655595668737,0.009924618496047066,1.29148449283401,1110,0.19516288130895165,0.12704646979790768,1.5361535162637459,2.195133980011527,-0.10224051080643226,0.5496323529411765
minus_reversal_5d,blend,blend,False,0.0,5,5,"{'residual_reversal_1d': 0.5, 'momentum_21d': 0.25, 'quality_proxy': 0.25}",-0.010814058604250892,-1.4088070082165165,-0.007719157933443647,-1.0826170736648506,1110,-0.17618385356073868,0.08453025205071606,-2.0842698239564306,-3.8642070593277933,-0.028867746531966,0.5
minus_residual_reversal_1d,blend,blend,False,0.0,5,5,"{'reversal_5d': 0.888888888888889, 'momentum_21d': 0.05555555555555556, 'quality_proxy': 0.05555555555555556}",0.02798436334836925,3.4846451589411656,0.011381320095605807,1.46599726010078,1110,0.06723958469287955,0.13240048207038205,0.5078499990440823,0.6954283174996181,-0.18686198579379965,0.5238095238095238
minus_momentum_21d,blend,blend,False,0.0,5,5,"{'reversal_5d': 0.8421052631578947, 'residual_reversal_1d': 0.10526315789473684, 'quality_proxy': 0.05263157894736842}",0.02963841350688188,3.6192063290937977,0.010182294539437394,1.3213963510131779,1110,0.1323213394279304,0.13010126995214424,1.0170641645281615,1.4556155865395806,-0.10922385497005294,0.5274914089347079
minus_quality_proxy,blend,blend,False,0.0,5,5,"{'reversal_5d': 0.8421052631578947, 'residual_reversal_1d': 0.10526315789473684, 'momentum_21d': 0.05263157894736842}",0.030490353071146697,3.7138711309955608,0.011515444015444014,1.4990093776916227,1110,0.1273996120773077,0.12215904107129451,1.0428995755046466,1.4286697311325323,-0.14336124151879415,0.5357142857142857
