date,beta_exposure
2022-05-11,-0.4104792033666823
2022-05-13,0.0497945007087483
2022-06-01,-0.3827204118222116
2022-06-14,-0.17146485581557847
2022-06-21,-0.3091781072010201
2022-06-27,0.06757197101081278
2022-09-01,-0.27404785312994
2022-09-14,-0.23720097972109294
2022-09-19,0.12489224686758696
2022-09-26,-0.24202043537095103
2022-09-29,0.16076130838017022
2022-10-03,-0.24143127021590702
2022-10-05,0.2242925096359027
2022-10-14,0.23286740322980679
2022-10-24,0.1518579846553025
2022-11-03,0.08647162786549321
2022-11-11,-0.42078917590403686
2022-11-14,-0.3189476632982441
2022-11-15,0.09465912549198519
2022-11-16,-0.27737938195083667
2022-12-01,-0.21035635459771015
2022-12-14,-0.29721693431718016
2022-12-15,0.11327383021751507
2022-12-16,0.02638955650662042
2022-12-19,-0.04397715441871635
2023-01-23,-0.5017080837393175
2023-01-24,-0.4106839768600721
2023-02-02,-0.5951839863619888
2023-02-03,-0.6120950833468659
2023-02-06,0.26133975761555106
2023-03-13,0.15560535304870377
2023-03-14,-0.09612972466428939
2023-03-15,-0.21060828974018334
2023-03-16,-0.2701900292449285
2023-03-17,-0.5380468329485197
2023-03-20,-0.37303568661009784
2023-05-22,0.18539727773355913
2023-05-26,-0.405181892144273
2023-05-31,-0.42490986230562583
2023-06-01,0.24151783353464137
2023-06-02,0.05090322904355543
2023-06-05,0.3458283793644517
2023-06-08,0.14508396852715716
2023-06-15,-0.10364318499680311
2023-06-16,0.3895463298910594
2023-06-20,0.15053195489683613
2023-06-21,-0.037767774807702326
2023-06-26,-0.2138866816119764
2023-07-03,0.4299177628852563
2023-07-13,-0.16348465866824824
2023-07-24,0.1545851033368702
2023-07-28,-0.16371151549122953
2023-09-01,-0.37280928490301457
2023-09-18,-0.3195323240059854
2023-09-22,-0.4558857693657682
2023-10-09,-0.18723475319423005
2023-10-20,-0.2794930305874288
2023-10-23,0.01267738133143731
2023-10-27,-0.0553810987140184
2023-10-30,-0.567581515207578
2023-11-03,0.39000568361880217
2023-11-06,-0.2896886295980715
2023-11-15,-0.1704979609738601
2023-11-16,0.29828646017601984
2023-11-17,0.02017408882072183
2023-12-01,0.5051239518816556
2023-12-05,0.0033000144516414226
2023-12-12,-0.005656363738150483
2023-12-14,0.06454571957226407
2023-12-15,-0.1493390337202699
2023-12-18,-0.37896747618618914
2023-12-19,0.09118115982913925
2023-12-21,-0.35767954858323536
2024-01-03,0.20696863176350033
2024-01-04,0.18456697877313596
2024-01-09,-0.22015590147151998
2024-01-22,-0.48760597344043727
2024-01-23,0.2052417316694963
2024-01-25,-0.44974174674270634
2024-01-26,-0.014765391431971434
2024-01-30,0.11810930729371408
2024-02-01,0.1590068956241773
2024-02-02,0.25278856676141104
2024-02-05,-0.35899483773152385
2024-02-06,-0.3108298732752189
2024-02-14,-0.0475679157880229
2024-02-23,-0.37389280758780735
2024-03-01,-0.504766956667117
2024-03-15,-0.26444363054376807
2024-03-18,0.0614775353528766
2024-04-22,0.8326142935332871
2024-06-03,0.3854694274102114
2024-06-21,0.02202064203004013
2024-06-24,0.1423273751418311
2024-06-25,0.6186588577660732
2024-07-01,0.1092679458463752
2024-07-18,1.003597783557807
2024-07-19,-0.803620794788102
2024-07-25,0.38729578382519936
2024-07-26,0.29459698208721524
2024-08-01,-0.47976455393226747
2024-08-02,0.14865757308628716
2024-08-05,0.1135691698994133
2024-08-06,-0.9966266284658096
2024-08-07,0.13016918281764905
2024-09-04,0.30569685499834437
2024-09-20,-0.19918781086750237
2024-09-23,0.2329947418939116
2024-10-16,0.21063684352560225
2024-11-01,0.029993741068483386
2024-11-07,-0.41418126803274624
2024-11-08,0.1845258471961052
2024-11-11,0.31033748881022594
2024-11-18,0.10346687966197478
2024-11-19,0.11868738200302115
2024-11-22,0.2219160778911622
2024-11-25,0.7092833154156728
2024-11-26,0.5409006742837401
2024-12-05,-0.769404778786029
2024-12-10,-0.2903345409895227
2024-12-11,0.25946109609787293
2024-12-17,-0.5487870209637319
2024-12-18,0.09975714779705161
2024-12-19,-0.6306238271201825
2024-12-20,-0.26270272464435285
2024-12-23,0.21128557778207913
2025-01-07,-0.5520881547133121
2025-01-13,-0.1680553794327131
2025-01-16,-0.004115164347278648
2025-01-21,0.11730830869416899
2025-01-22,-0.013936464487591144
2025-01-23,-0.3213635650225295
2025-01-28,0.6247921287965033
2025-02-04,0.2241841864197939
2025-02-19,0.09419270673390812
2025-02-24,0.42831750261418045
2025-02-25,0.3864080336654628
2025-02-26,0.18290096013480667
2025-03-03,0.5971714493880262
2025-03-04,0.3354062990462157
2025-03-05,-0.5852065080817417
2025-03-07,0.4025645704694952
2025-03-10,0.08436805989498442
2025-03-11,0.30142486341887414
2025-03-12,-0.4895416884855748
2025-03-24,-0.36546726831112974
2025-04-01,0.7527858872356707
2025-04-04,0.2253537393727879
2025-04-07,-0.5988868903098898
2025-04-08,-0.6402568632476744
2025-04-09,-0.34973891803483886
2025-04-10,0.38120046360563553
2025-04-11,0.1329947029327634
2025-04-14,0.3613162173142694
2025-05-13,-0.18587238217340854
2025-06-02,0.39191862075977124
2025-06-23,-0.009963938512121712
2025-06-30,0.092142344026625
2025-07-01,0.009694530241211169
2025-07-02,0.16780997138826645
2025-08-01,-0.07927756301712054
2025-08-04,0.040542430573805216
2025-09-19,-0.3690146592360887
2025-09-22,0.21629086664777045
2025-10-01,0.1505568863744623
2025-10-02,0.029123876222605843
2025-10-13,-0.08044168293032727
2025-10-20,0.4399943755212861
2025-10-30,-0.17233205237923033
2025-11-03,-0.21113262162379984
2025-11-10,0.5805952250529774
2025-11-14,0.03277372767187012
2025-11-19,-0.015715705874482122
2025-11-21,-0.1070948177437396
2025-11-24,0.6317286055005273
2025-11-25,-0.3768738912370681
2025-11-26,0.7054473552732791
2025-12-16,0.43313157597341023
2025-12-18,0.6431196196494176
2025-12-22,-0.2471505691189988
2026-01-06,0.021507343590417297
2026-01-07,-0.06711289417627282
2026-01-13,0.5369263983150426
2026-01-15,0.3480568870739573
2026-01-20,-0.4910752437661229
2026-01-21,-0.19696631487818025
2026-01-22,0.3408461036729221
2026-01-30,-0.06401289635670517
2026-02-02,0.5702274027757921
2026-02-03,0.2367830595231475
2026-02-04,0.33934844046125634
2026-02-05,0.5352827729770572
2026-02-06,0.019384185727497116
2026-02-09,0.275376888408513
2026-02-10,-0.22951325010599793
2026-02-13,0.34840970449272013
2026-03-02,0.6248595271876082
2026-03-06,-0.44635896827259675
2026-03-23,-0.3166716653853306
2026-04-01,-0.026583241510531347
2026-04-20,0.17177075157556215
2026-05-01,-0.17109115273058434
2026-05-07,-0.6234711479060355
2026-05-20,0.11181160972514403
2026-06-01,-0.14981071644579536
2026-06-08,0.42062912776740835
2026-06-10,-0.04489320838482673
