date,gross_return,net_return,turnover,transaction_cost,naive_reversal_net_return,SPY_return
2021-06-10,,,,,0.0026429748191692977,0.004648225288939933
2021-06-11,,,,,0.004457290169951257,0.0016524383010252386
2021-06-14,,,,,-0.01058924239682214,0.0022391977268270136
2021-06-15,,,,,0.005048825999598006,-0.001834347946316317
2021-06-16,,,,,-0.0016917444669423073,-0.00558328179165668
2021-06-17,0.0035120604706069484,0.0030620604706069485,0.9000000000000001,0.0004500000000000001,0.013890943753300768,-0.0003316930075553115
2021-06-18,,,,,-0.002881058583439444,-0.013490330515343207
2021-06-21,0.0012782380101341142,0.0008782380101341142,0.8,0.0004,0.017012662772998868,0.014315935023585746
2021-06-22,,,,,-0.005849358978927809,0.005346120377281327
2021-06-23,,,,,0.0013330755284701402,-0.0012052458753926132
2021-06-24,,,,,0.00788994601466117,0.005915744301620451
2021-06-25,,,,,0.00031246931299008297,0.003552153877788955
2021-06-28,-0.0008538463697301822,-0.0013038463697301822,0.9,0.00045000000000000004,-0.002656527613731169,0.0020160303729848117
2021-06-29,,,,,0.0012302675431404846,0.0005378114843894721
2021-06-30,,,,,0.005569953518570719,0.0008418823685647503
2021-07-01,,,,,0.0037377960888234263,0.005536563535585515
2021-07-02,,,,,0.0007324643714901992,0.007643514804670737
2021-07-06,,,,,-0.001427866265384203,-0.0018214624397805412
2021-07-07,,,,,-0.00696078949273789,0.003533948230445505
2021-07-08,,,,,-0.002157541602669211,-0.00814810089414264
2021-07-09,,,,,-0.0023760059687236708,0.010674954057958486
2021-07-12,,,,,0.005948591628593569,0.0035818793204516197
2021-07-13,,,,,0.004328309215174865,-0.0034089669466564887
2021-07-14,,,,,0.007829814459146356,0.0014922909144088337
2021-07-15,,,,,-0.000714067074613911,-0.0034156054444531847
2021-07-16,,,,,-0.010161165015833832,-0.007843390781564374
2021-07-19,,,,,0.010649816286715548,-0.014768074737367076
2021-07-20,0.0022725621144105037,0.0017725621144105037,1.0,0.0005,0.0031120717834489608,0.014330368046418185
2021-07-21,,,,,0.0015975854558934687,0.008096243137376335
2021-07-22,,,,,9.422273098845275e-05,0.0020943873566605653
2021-07-23,,,,,0.002393035527849441,0.010288054917491962
2021-07-26,,,,,0.00895111228117467,0.0024546375460199332
2021-07-27,,,,,0.004686445422343289,-0.004557704461245371
2021-07-28,,,,,-0.0012874861197645633,-0.0004097999458150259
2021-07-29,,,,,0.0037627445534227926,0.004147251819474063
2021-07-30,,,,,-0.0005709420581575477,-0.004856429421648989
2021-08-02,,,,,-0.0015063474313139252,-0.0020981258945350634
2021-08-03,,,,,-0.0015437465333796086,0.008135665678560944
2021-08-04,,,,,-0.008109893353858899,-0.004919139321893806
2021-08-05,,,,,0.012015930724055171,0.006332895288291729
2021-08-06,,,,,0.003842445881656676,0.0016523658955749365
2021-08-09,,,,,-0.0034798882460190584,-0.0008134485448898499
2021-08-10,,,,,-0.010656673327998578,0.0012440013471279876
2021-08-11,,,,,0.0031372428011092754,0.002484911461050787
2021-08-12,,,,,0.004735700164884922,0.0029970178065630293
2021-08-13,,,,,0.005766634453300207,0.0018197782257325379
2021-08-16,,,,,-0.002749511973990048,0.0023544541339377556
2021-08-17,,,,,-0.0017435805184679901,-0.006554937650819825
2021-08-18,,,,,-0.0006029965512268365,-0.010945125701205538
2021-08-19,,,,,-0.005955128195749838,0.001548316499652369
2021-08-20,,,,,0.0019905027636388357,0.00795729375897003
2021-08-23,,,,,0.004162342790121316,0.00879638600964161
2021-08-24,,,,,-0.0021234081423803226,0.0015874823582728848
2021-08-25,,,,,-0.0035966049413344472,0.0020980937147556666
2021-08-26,,,,,-0.0013456869766444053,-0.005903048275916145
2021-08-27,,,,,-0.005256781212692113,0.008940941560432014
2021-08-30,,,,,-0.005852568597041374,0.0043975814025620785
2021-08-31,,,,,5.160127414753396e-05,-0.0014815995888710631
2021-09-01,0.0014862985109036274,0.0010362985109036273,0.9000000000000001,0.0004500000000000001,-0.007432925090677466,0.0005314785077203954
2021-09-02,,,,,-0.0016913260555776965,0.0030765262753609246
2021-09-03,,,,,-0.007466145496355048,-0.0002426133888814297
2021-09-07,,,,,0.006054669626573417,-0.0035755342940979595
2021-09-08,,,,,-0.0003096287168966146,-0.001218220281668847
