group,regime,count,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,hit_rate
market_regime,negative_21d_trend,191,-0.23537024279665922,0.12859734142443968,-1.8302885595419285,-2.1443398975734134,-0.2277899214982967,0.47643979057591623
market_regime,positive_21d_trend,353,0.4281142317456963,0.12392571071862662,3.454603804675608,6.124705638652194,-0.03973348975127766,0.5892351274787535
vol_regime,high_vol,282,0.18421757050515697,0.15237870105581564,1.208945667791714,1.736376320331922,-0.13522649304561885,0.5354609929078015
vol_regime,low_vol,262,0.2069437120214298,0.09263210643957592,2.2340387148209735,3.5219996889047276,-0.0632400032024314,0.5648854961832062
