transaction_cost_bps,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,hit_rate
0.0,0.2447568518971869,0.12693147542878508,1.9282597249451165,2.748125239240959,-0.09859668590744386,0.5514705882352942
2.0,0.2249192636618928,0.12697241997122674,1.7714025117648529,2.5272708346330393,-0.10005586691110147,0.5514705882352942
5.0,0.19516288130895165,0.12704646979790768,1.5361535162637459,2.195133980011527,-0.10224051080643226,0.5496323529411765
10.0,0.14556891072071634,0.12720350549463405,1.1443781376516944,1.6400284990714298,-0.10587060273750681,0.5386029411764706
20.0,0.04638096954424574,0.12764303866423618,0.36336466155628316,0.5238918984908387,-0.16884630911241627,0.5091911764705882
