candidate,base_feature,direction,vol_adjust,liquidity_threshold,horizon,holding_period,train_rank_ic,train_rank_ic_t,test_rank_ic,test_rank_ic_t,test_ic_count,ann_return,ann_vol,sharpe,sortino,max_drawdown,hit_rate
default_5d_reversal,return_5d,reversal,False,0.0,5,5,0.02727748192639517,3.38460027772086,0.012783324140466998,1.6416367838696764,1110,0.05994464007228269,0.13346079575640743,0.4491554222536903,0.6181059947115691,-0.20597972768673767,0.5224625623960066
one_day_reversal,return_1d,reversal,False,0.0,1,1,0.0048937710803917634,0.6071586161949911,0.0034943619031126277,0.4322425659897373,1114,-0.12116606210719569,0.13078697961902955,-0.9264382621277845,-1.3368165026038092,-0.7026932014749792,0.46980504041844984
residual_1d_vol_adjusted,residual_1d_return,reversal,True,0.4,1,1,0.0023902791749190293,0.26645049237822327,-0.005553665523438209,-0.6536086417088056,1106,-0.01308040077890477,0.12348439934541831,-0.10592755723186906,-0.15112878377863384,-0.22497738012883783,0.48923076923076925
twenty_one_day_momentum,momentum_21d,momentum,False,0.0,5,5,-0.014797154447102862,-1.9316677797518436,-0.01006343077771649,-1.2871495780878612,1110,-0.0034276778883763127,0.13203295656090636,-0.025960775079630495,-0.036235634161058,-0.3139324385542175,0.5027652086475616
